Text,Text Number,License,Text By,Translation By,Language,File Name,Source,ISO639-3,Script,Parallel ID,Story Category
"“Anuuuu! Wake up! Sleepyhead!” called Anu's mother.

“Mmmm...let me sleep!” mumbled Anu.

“Ok, then I'll go see Aunty Jui's baby by myself,” said Aai*.

*Aai, Marathi for mother",0,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Anu sat up like a shot.

“Baby? Is it a teeny-tiny baby? Like a doll? Wait for me, I'm coming!”",1,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Anu got ready in a jiffy.

She gulped down her milk without a fuss.

She didn't even cry when her mother combed her hair.",2,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"The moment Anu entered Aunty's house she shouted, “Aunty! Where is the baby?”

“Shhhh...” said Aunty Jui, with her finger on her lips. “Softly. The baby is sleeping.”

Sleeping? What a bore. Anu began to sulk.",3,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Aai pulled Anu close. “The baby is still very small, Anu. You must not trouble her. After all, you are her big sister!”

Big sister! Anu felt very important. But why did the baby have to go to sleep?",4,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Just then they heard a thin wail...

“She is up,” said Aunty, and gave the baby to Aai.

“I want to hold the baby,” said Anu.

“Oh no, Anu. You won't be able to. You're much too small,” said Aai.

“But I'm her big sister,” said Anu.",5,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Why should the baby sit on Aai's lap? I want to sit on Aai's lap too, thought Anu. But Aai said, “Anu, move away! You must not bother baby. See how tiny she is?”",6,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"The baby was still wailing. “Waah...”

“Oh dear!” said Aunty. “I think she's soiled her nappy.”

She cleaned the baby and changed her nappy.

The baby gurgled happily.",7,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Anu was disgusted. What a silly baby. Potty in the nappy!

And Aai and Aunty were mad! They didn't even scold the baby.",8,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"If I just pee in my underwear by mistake, Aai glares at me. But now look at her doing ‘kootchie-coo!' to the baby! Wait till I get home. I'll tell Baba how unfair Aai is.",9,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"“Let's go home, Aai!” Anu cried.

“Why, Anu, don't you like the baby?” asked Aunty. “Chee!” said Anu.

“Silly baby, does potty in the nappy, doesn't talk, doesn't play. I don't like your baby. Why did you get yourself such a silly baby?”",10,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"On the way back home, Anu asked her mother, “Aai, when will I become a baby?”

“You won't become a baby again, “ said Aai. “You'll grow bigger now.”

“I don't want to be big! I want to be a baby and I want to sleep in your lap, and I want to drink milk with a spoon and I want to sit on Baba's shoulders and go out and...”

Anu muttered all the way home.",11,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"The next day Aai said, ”Anu, let's give your small clothes, toys and cradle to Aunty Jui's baby, shall we?”",12,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"“No!” yelled Anu. “That's my ball and my cradle!”

“Okay, what about giving away these clothes then? They're so small,” said Aai.

“No!” shouted Anu again. “I want to wear them, NOW!” So Aai put the small frock on Anu. She even put the little baby bonnet on her head.",13,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Anu crawled all over the house.

She balanced the ball on her head and wandered around, calling, ‘Curd! Fresh curd!' She played with the rattle: rat-a-tat-tat.",14,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Anu climbed into the cradle. She wanted to lie down and suck her thumb.

But she didn't fit! Her feet stuck out at one end, and she couldn't keep her arms straight. The tight little frock began to pinch. Anu was fed up. This was no fun at all!",15,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"Anu said to her mother, “Aai, why don't we give this frock and bonnet and cradle to Aunty Jui's baby?”

“Give it all away? But then what will you do?” asked Aai.

“Aai, I'm a big sister now, aren't I? Once you become a big sister you wear proper clothes, and sleep on the bed.”

“Oh really? I had no idea!” said Aai, smiling.

Anu wore her own clothes and said, “Aai, tell baby that her big sister has given her all this. You'll tell her, won't you?”

Anu jumped on to her scooter and went off to play.",16,CC-BY,Madhuri Purandare,Pratham Books Team,en,0013_aunty-jui-s-baby.md,global-asp/pb-source,eng,Latn,pb_0013,pb
"First, he sweeps the floor with a broom.",0,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
Then he vacuums. The vacuum cleaner works well.,1,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
Then he gets a bucket of water and a mop.,2,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
He mops the floor.,3,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
He empties the bin and puts a new bag in it.,4,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
He takes out the rubbish.,5,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
"He needs gloves, a sponge, and some cleaner.",6,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
He scrubs a dirty spot on the floor with the sponge and some of the cleaner.,7,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
Then he cleans the window.,8,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
His living room is very messy.,9,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
He tidies up. Now it is nice and clean.,10,CC BY-NC-SA,Espen Stranger-Johannessen,,en,0013_cleaning.md,global-asp/lida-source,eng,Latn,lida_0013,lida
"Mother was finishing packing
her clothes in a small bag.",0,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"As she went out the door, she
hugged me and said, ""Bye for
now.""",1,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"""Where are you going, mum?"" I
looked up at her as I asked.",2,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"I started to cry wanting to
follow her but dad lifted me up
on his shoulder.",3,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"Dad said, ""Your mother is going
to the hospital to have a baby.""",4,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"When I heard ""baby"" I stopped
crying and looked at him.
""Why is she going to get the
baby from the hospital?"" I
asked him.",5,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"Dad sat me on a small chair and
said, ""I will tell you why she is
going to get the baby from the
hospital.""",6,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"I listened keenly to him as he explained although I didn't
quite understand why she wasn't having the baby at home.
When dad finished explaining, I asked, ""Will she still love
me when she comes back with the other baby?""",7,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"My dad held me close and said,
""We will always love you.""",8,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"""Can I write a letter to her while
she is there?"" I asked dad.",9,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"That evening, I began to write a
letter to mum.",10,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"I tore a paper from my exercise
book and began to write...",11,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"""Mummy, mummy, dad said
that you have gone to bring
another baby...",12,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"...Please hurry up and return
home...",13,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"...I want you to bring a baby
girl, so I can play with her when
she grows up...",14,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"...You can bring two so one can
be mine...",15,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"...I am waiting for you here
outside our house.""",16,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"I folded my letter so I could give
it to my father to bring it to
mum.
When I woke up the following
morning, the letter was gone.",17,CC-BY,Ursula Nafula,,en,0013_letter-to-mum.md,global-asp/asp-source,eng,Latn,asp_0013,asp
"This is a girl called
Norah.
Her doll's name is
Selah.",0,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"Norah loves her doll
very much.
Norah plays with Selah
every day.
She sleeps with her doll
every night.",1,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"One day, Norah could
not find her doll.
She looked everywhere,
but could not find
Selah.
Norah got very worried.",2,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"Norah did not know that
her mother took Selah
for washing.
She hung the doll
outside to dry.",3,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"""I can't find my doll,""
cried Norah.
""Don't worry,"" said her
mother.",4,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"That evening, Norah's
mother gave the doll to
Norah.
The doll was very clean.
Selah looked like a new
doll!",5,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"Norah was very happy.
She jumped up and
down.
She danced.
She laughed loudly.",6,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"And she thanked her
mother.",7,CC-BY,Annet Ssebaggala,Annet Ssebaggala,en,0014_girl-called-norah.md,global-asp/asp-source,eng,Latn,asp_0014,asp
"It was a holiday for Amma. She was reading a book. Anil had a holiday too. He wanted to do.... SOMETHING!

“Amma, I want to see what is in that blue box!” said Anil.

“Later, Anil,” said Amma.",0,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"Anil put a stool over a chair. He climbed up to get the box down.

“No, no! Not that one! All the boxes on top of that will fall on our heads, Anil!” said Amma.",1,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
Anil was very angry. He was angry with his mother.,2,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"“Come, let's go to the market and get you something,” said Amma.",3,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"Anil was very angry even after they went to the market.

“I want that one!” he said, pointing at an orange.

“No, no, not that one! The fruits will all fall down!” said the shopkeeper.",4,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"“I want that book!” said Anil.

“No, no, not that one!” said the shopkeeper.“Take this one.”",5,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"“I want that one!” shouted Anil, almost pulling out a samosa from a high stack of samosas.

“No, no, not that one!” warned the shopkeeper.

“All my samosas will fall to the ground!”",6,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"“I want that one!” said Anil loudly. He was now in a very, very bad mood.

“No, no, not that one!” said the flower seller. “Don't touch them! They will wilt.”",7,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"By now, Anil was crying loudly. Everyone was looking at Anil.",8,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"“I want that one! The black one!” said Amma loudly.

Anil stopped crying suddenly.

“Amma, no, no! Not that one!” said Anil.",9,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
"“Let's take this brown one!” said Anil. Then Anil gently lifted the brown puppy on top of a pile of puppies.

“Amma, I am very angry with you! All the puppies would have fallen down!”

Amma smiled. Anil was smiling too. He was not angry at all now.",10,CC-BY,Mala Kumar,,en,0014_i-want-that-one.md,global-asp/pb-source,eng,Latn,pb_0014,pb
My name is Malik and I am 39 years old. I was born in Afghanistan. My religion is different from the main religion in Afghanistan.,0,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
"For many years, people who belong to my religion have been persecuted. This has been very difficult for my family.",1,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
A few years ago there was a war. I was afraid I would be killed. I left my family to go to Europe and start a new life.,2,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
I walked for many kilometres. Sometimes I had no food and nowhere to stay. Some of the people I travelled with died.,3,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
Finally I arrived. I met some people from my own country who helped me. I do not know what I would have done without them.,4,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
"I started to learn the language, but it was hard. I knew that speaking the language was important to get a job.",5,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
"I studied for several years, at first to learn the language. It was hard, but I enjoy learning new things.",6,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
"After studying I started working. First I worked in a restaurant, and then I became a teacher because I want to help others.",7,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
"I hope to go back to Afghanistan one day. Many people there need help, and I want to help them.",8,CC BY,LIDA Italia,,en,0014_maliks-story.md,global-asp/lida-source,eng,Latn,lida_0014,lida
"My name is Agostino and I am 51 years old. My job is delivering food by bicycle. I have two daughters, but we hardly ever speak. Their mother and I no longer live together because we are divorced.",0,CC BY,LIDA Italia,,en,0015_agostinos-story.md,global-asp/lida-source,eng,Latn,lida_0015,lida
